Date,Close
2024-10-10,20.18570899963379
2024-10-11,19.293663024902344
2024-10-14,19.43383026123047
2024-10-15,18.057273864746094
2024-10-16,18.224987030029297
2024-10-17,19.228845596313477
2024-10-18,18.934741973876953
2024-10-21,18.844804763793945
2024-10-22,18.741907119750977
2024-10-23,17.533063888549805
2024-10-24,17.063140869140625
2024-10-25,17.329702377319336
2024-10-28,17.176570892333984
2024-10-29,18.580671310424805
2024-10-30,18.05484390258789
2024-10-31,16.69773292541504
2024-11-01,16.434412002563477
2024-11-04,16.381750106811523
2024-11-05,17.330509185791016
2024-11-06,18.54178237915039
2024-11-07,19.409521102905273
2024-11-08,19.331741333007812
2024-11-11,18.341659545898438
2024-11-12,17.81663703918457
2024-11-13,17.322406768798828
2024-11-14,16.641828536987305
2024-11-15,15.555328369140625
2024-11-18,15.63715934753418
2024-11-19,15.607183456420898
2024-11-20,15.199644088745117
2024-11-21,15.345483779907227
2024-11-22,15.394096374511719
2024-11-25,15.4475679397583
2024-11-26,15.467015266418457
2024-11-27,14.510961532592773
2024-11-29,14.89176082611084
2024-12-02,15.718182563781738
2024-12-03,16.050371170043945
2024-12-04,16.478973388671875
2024-12-05,16.405244827270508
2024-12-06,18.22174644470215
2024-12-09,18.08401107788086
2024-12-10,16.63372802734375
2024-12-11,18.841562271118164
2024-12-12,18.318971633911133
2024-12-13,27.19893455505371
2024-12-16,33.28365707397461
2024-12-17,30.70717430114746
2024-12-18,26.26718521118164
2024-12-19,25.205806732177734
2024-12-20,25.789161682128906
2024-12-23,28.638376235961914
2024-12-24,30.344009399414062
2024-12-26,31.749126434326172
2024-12-27,30.83945655822754
2024-12-30,29.21504783630371
2024-12-31,28.240402221679688
2025-01-02,28.321619033813477
2025-01-03,28.313499450683594
2025-01-06,29.377483367919922
2025-01-07,27.387582778930664
2025-01-08,27.517536163330078
2025-01-10,26.291105270385742
2025-01-13,26.518522262573242
2025-01-14,26.42105484008789
2025-01-15,27.18453598022461
2025-01-16,27.44443702697754
2025-01-17,29.40997314453125
2025-01-21,30.124717712402344
2025-01-22,30.254671096801758
2025-01-23,30.084108352661133
2025-01-24,31.099363327026367
2025-01-27,20.362001419067383
2025-01-28,21.36101531982422
2025-01-29,21.17420768737793
2025-01-30,22.993547439575195
2025-01-31,24.236225128173828
2025-02-03,23.367162704467773
2025-02-04,24.439273834228516
2025-02-05,26.551008224487305
2025-02-06,26.372325897216797
2025-02-07,24.885986328125
2025-02-10,27.111433029174805
2025-02-11,27.087066650390625
2025-02-12,27.355093002319336
2025-02-13,27.257633209228516
2025-02-14,26.551008224487305
2025-02-18,25.56011962890625
2025-02-19,25.60885238647461
2025-02-20,25.105283737182617
2025-02-21,23.269697189331055
2025-02-24,20.987401962280273
2025-02-25,19.955900192260742
2025-02-26,22.018903732299805
2025-02-27,18.83505630493164
2025-02-28,19.18430519104004
2025-03-03,16.83702850341797
2025-03-04,16.885759353637695
2025-03-05,17.608623504638672
2025-03-06,15.683695793151855
2025-03-07,17.990360260009766
2025-03-10,16.016698837280273
2025-03-11,16.98322296142578
2025-03-12,17.70608901977539
2025-03-13,17.218765258789062
2025-03-14,17.957874298095703
2025-03-17,17.762941360473633
2025-03-18,16.69083023071289
2025-03-19,17.836040496826172
2025-03-20,17.06444549560547
2025-03-21,17.243131637573242
2025-03-24,17.153791427612305
2025-03-25,16.615203857421875
2025-03-26,15.054208755493164
2025-03-27,13.820123672485352
2025-03-28,13.34610366821289
2025-03-31,13.07640266418457
2025-04-01,13.20716667175293
2025-04-02,13.754740715026855
2025-04-03,10.869760513305664
2025-04-04,9.77461051940918
2025-04-07,10.853413581848145
2025-04-08,11.106769561767578
2025-04-09,15.20131778717041
2025-04-10,13.07640266418457
2025-04-11,14.531152725219727
2025-04-14,13.967231750488281
2025-04-15,14.05713176727295
2025-04-16,13.386966705322266
2025-04-17,12.80670166015625
2025-04-21,12.079325675964355
2025-04-22,12.545173645019531
2025-04-23,13.623978614807129
2025-04-24,15.381118774414062
2025-04-25,16.01859474182129
2025-04-28,16.043109893798828
2025-04-29,15.85513687133789
2025-04-30,16.043109893798828
2025-05-01,16.876733779907227
2025-05-02,17.9146728515625
2025-05-05,17.432477951049805
2025-05-06,17.260854721069336
2025-05-07,18.159854888916016
2025-05-08,18.633872985839844
2025-05-09,18.682910919189453
2025-05-12,21.118391036987305
2025-05-13,23.088022232055664
2025-05-14,23.06350326538086
2025-05-15,23.128887176513672
2025-05-16,22.368820190429688
2025-05-19,22.69573211669922
2025-05-20,22.965431213378906
2025-05-21,22.52410125732422
2025-05-22,22.679384231567383
2025-05-23,22.28709602355957
2025-05-27,23.545696258544922
2025-05-28,24.444700241088867
2025-05-29,24.959583282470703
2025-05-30,24.975927352905273
2025-06-02,26.340778350830078
2025-06-03,28.024368286132812
2025-06-04,28.97240447998047
2025-06-05,28.710874557495117
2025-06-06,25.81772232055664
2025-06-09,25.196592330932617
2025-06-10,25.278322219848633
2025-06-11,26.99459457397461
2025-06-12,27.632070541381836
2025-06-13,26.054733276367188
2025-06-16,26.77393341064453
2025-06-17,26.15280532836914
2025-06-18,26.58595848083496
2025-06-20,26.42250633239746
2025-06-23,27.16622543334961
2025-06-24,29.295137405395508
2025-06-25,29.525287628173828
2025-06-26,30.700712203979492
2025-06-27,30.380142211914062
2025-06-30,31.98299217224121
2025-07-01,29.451313018798828
2025-07-02,30.52809715270996
2025-07-03,31.695301055908203
2025-07-07,31.46514892578125
2025-07-08,30.8897705078125
2025-07-09,32.33644104003906
2025-07-10,31.736400604248047
